,breed_primary,breed_mixed,breed_unknown,color_primary,age,sex,size,coat,fixed,house_trained,special_needs,shots_current,env_children,env_dogs
32566,152,1,0,2,0,1,2,3,1,0,0,1,1,1
32568,49,0,0,13,2,1,2,4,1,1,0,1,1,1
32571,9,1,0,4,3,1,2,4,1,1,0,1,1,1
32573,94,1,0,5,3,1,2,4,1,0,0,1,1,1
32575,16,0,0,12,3,0,3,4,1,1,0,1,1,1
32589,7,0,0,13,0,0,2,3,1,1,0,1,1,1
32596,9,1,0,13,0,0,2,4,1,1,0,1,1,1
32597,106,0,0,14,3,1,1,4,1,1,0,1,1,1
32598,9,1,0,2,0,0,2,4,1,0,0,1,1,1
32599,9,1,0,4,0,0,2,4,1,1,0,1,1,1
32600,9,1,0,2,0,1,2,4,1,0,0,1,1,1
32601,106,0,0,6,3,1,1,4,1,1,0,1,1,1
32611,16,1,0,4,1,0,2,4,1,0,0,0,1,1
32612,16,1,0,0,1,0,2,4,1,0,0,1,1,1
32613,16,1,0,4,1,1,2,4,1,0,0,1,1,1
32614,16,1,0,4,1,1,2,4,1,0,0,1,1,1
32615,16,1,0,4,1,1,2,4,1,0,0,1,1,1
32620,49,1,0,4,0,0,3,4,0,1,0,1,1,1
32622,152,1,0,2,3,0,2,4,0,0,0,1,1,1
32630,52,0,0,4,3,0,2,4,0,0,0,0,1,1
32633,140,1,0,10,3,0,2,2,1,0,0,1,1,1
32641,7,0,0,13,0,1,2,2,1,1,0,1,0,1
32647,106,1,0,5,0,0,2,4,1,1,0,1,1,1
32664,106,1,0,4,3,1,2,4,1,0,0,0,1,1
32712,155,0,0,2,2,1,3,3,1,1,0,1,1,1
32713,134,1,0,13,2,0,3,3,1,1,0,1,1,1
32715,34,1,0,4,0,1,2,4,1,1,0,1,1,1
32717,24,0,0,2,0,1,2,4,1,0,0,1,1,1
32720,101,0,0,4,0,1,3,4,1,0,0,1,1,1
32721,24,1,0,2,3,1,2,4,1,0,0,1,1,1
32723,106,1,0,2,0,0,2,4,1,1,0,1,1,1
32728,6,1,0,1,0,0,1,4,1,1,0,1,1,1
32736,101,1,0,12,0,1,2,4,1,0,0,1,1,1
32737,94,1,0,12,3,0,2,4,1,0,0,1,1,1
32738,94,1,0,4,1,1,2,4,1,0,0,1,1,1
32739,94,1,0,4,1,0,2,4,1,0,0,1,1,1
32740,94,1,0,2,1,0,2,4,1,0,0,1,1,1
32743,89,1,0,0,0,1,2,2,1,1,0,1,1,1
32745,49,1,0,3,1,1,2,4,1,1,0,1,1,1
32747,84,1,0,14,0,0,2,3,1,1,0,1,1,1
32748,106,1,0,2,1,0,2,4,1,0,0,1,1,1
32758,101,1,0,2,1,0,3,4,1,0,0,1,1,1
32764,16,1,0,2,1,0,2,4,1,0,0,1,1,1
32767,106,1,0,2,0,1,1,4,1,1,0,1,1,1
32768,84,1,0,4,3,0,2,3,1,1,0,1,1,1
32770,34,1,0,14,3,1,2,4,1,1,0,1,1,1
32771,45,1,0,8,3,1,2,3,1,1,0,1,1,1
32775,57,1,0,10,1,0,2,4,1,0,0,1,1,1
32776,57,1,0,10,1,0,2,4,1,0,0,1,1,1
32777,49,1,0,10,0,0,3,4,1,1,0,1,0,0
32778,49,0,0,13,0,1,3,4,1,1,0,1,1,1
32780,62,1,0,2,3,1,3,4,1,0,0,1,1,1
32797,181,1,0,14,0,1,1,4,1,0,0,1,1,1
32803,64,0,0,2,0,1,1,4,1,1,0,1,1,1
32814,130,1,0,2,1,0,2,3,1,0,0,1,1,1
32815,94,1,0,2,3,0,1,3,1,0,0,1,1,1
32816,34,1,0,3,3,0,2,4,1,1,0,1,1,1
32817,130,1,0,14,3,0,1,4,1,1,0,1,1,1
32818,106,1,0,2,1,1,1,3,1,0,0,1,1,1
32819,130,1,0,4,1,0,2,3,1,0,0,1,1,1
32820,130,1,0,2,1,0,2,3,1,0,0,1,1,1
32821,130,1,0,4,1,1,2,3,1,0,0,1,1,1
32822,49,1,0,2,0,1,3,4,1,1,0,1,1,1
32824,106,1,0,2,1,0,1,3,1,0,0,1,1,1
32825,106,1,0,2,1,0,1,3,1,0,0,1,1,1
32826,106,1,0,6,1,1,1,3,1,0,0,1,1,1
32828,106,1,0,4,1,1,1,3,1,0,0,1,1,1
32830,152,1,0,2,1,0,1,3,1,1,0,1,1,1
32831,106,1,0,2,3,0,2,4,1,1,0,1,1,1
32833,88,1,0,2,1,1,1,4,1,1,0,1,1,1
32834,62,1,0,5,3,1,3,4,1,1,0,1,1,1
32842,165,1,0,2,3,1,2,4,1,0,0,1,1,1
32843,130,1,0,3,0,0,2,4,1,1,0,1,1,1
32844,130,1,0,3,0,0,2,4,1,1,0,1,1,1
32845,49,1,0,2,0,1,3,4,1,1,0,0,1,1
32849,88,0,0,2,0,0,0,4,1,1,0,1,1,1
32852,152,1,0,5,3,0,1,4,1,1,0,1,1,1
32854,181,1,0,14,3,0,2,4,1,1,0,1,1,1
32855,182,1,0,2,1,1,3,3,1,0,0,1,1,1
32866,165,0,0,4,3,1,2,4,1,0,0,1,1,1
32868,116,1,0,10,0,1,1,4,1,1,0,1,1,1
32869,13,1,0,12,0,1,2,3,1,0,0,1,1,1
32870,130,1,0,14,0,0,1,4,1,1,0,1,1,1
32872,106,1,0,13,1,0,1,4,1,0,0,1,1,1
32873,106,1,0,13,1,1,1,4,1,0,0,1,1,1
32887,62,0,0,8,3,1,3,2,1,1,0,1,1,1
32888,130,0,0,6,3,0,2,4,1,0,0,1,0,1
32890,94,1,0,14,0,1,2,4,1,0,0,1,1,1
32900,116,0,0,4,0,0,2,4,1,1,0,1,1,1
32904,6,0,0,6,3,0,2,4,1,1,0,1,1,0
32909,49,0,0,4,0,0,3,4,1,1,0,1,0,1
32910,49,0,0,1,0,0,3,4,1,1,0,1,0,1
32912,133,0,0,10,0,1,3,2,1,1,1,1,0,1
32915,94,1,0,4,3,0,2,4,1,1,0,1,1,1
32925,130,1,0,6,0,0,1,4,1,1,0,1,1,1
32931,182,1,0,5,0,1,2,3,1,1,0,1,1,1
32950,68,1,0,13,1,1,2,4,1,0,0,1,1,1
32951,68,0,0,13,0,1,1,4,1,1,0,1,1,1
32961,24,1,0,2,3,1,1,4,1,0,0,1,1,1
32962,34,1,0,3,0,1,2,4,1,0,0,1,1,1
32963,165,1,0,1,2,1,3,3,1,0,0,1,0,1
32964,24,1,0,2,0,1,2,4,1,1,0,1,1,1
32965,58,1,0,12,0,1,2,4,1,0,0,1,1,1
32966,94,1,0,4,3,0,2,4,1,0,0,1,1,1
32968,130,1,0,2,0,0,2,4,1,1,0,1,1,1
32970,106,1,0,4,1,1,2,4,1,0,0,1,1,1
32981,89,1,0,5,1,1,0,2,1,0,0,1,1,1
32982,89,1,0,2,1,1,0,2,1,0,0,1,1,1
32983,89,1,0,5,1,1,0,2,1,0,0,1,1,1
32984,89,1,0,5,1,1,0,2,1,0,0,1,1,1
32985,89,1,0,0,1,1,0,2,1,0,0,1,1,1
32986,89,1,0,0,1,1,0,2,1,0,0,1,1,1
32987,89,1,0,2,1,0,0,2,1,0,0,1,1,1
32988,89,1,0,2,1,0,0,2,1,0,0,1,1,1
32989,89,1,0,2,1,0,0,2,1,0,0,1,1,1
32992,15,1,0,3,3,1,2,4,1,1,0,1,1,1
33000,49,1,0,14,0,1,3,4,1,1,0,1,1,1
33003,109,1,0,13,2,0,3,2,1,1,0,1,1,1
33004,13,1,0,12,0,1,2,2,1,1,0,1,1,1
33005,13,1,0,13,0,1,2,2,1,0,0,1,1,1
33028,34,1,0,2,3,1,1,4,1,1,0,1,1,1
33031,9,1,0,13,1,0,2,4,1,0,0,1,1,1
33041,34,1,0,3,1,1,1,4,1,0,0,1,1,1
33055,152,1,0,2,3,1,2,4,1,0,0,1,1,1
33056,152,1,0,2,3,0,2,4,1,0,0,1,1,1
33069,9,1,0,10,1,0,2,4,1,0,0,1,1,1
33070,49,1,0,2,1,1,3,4,0,1,0,1,1,1
33073,165,1,0,12,1,0,2,5,1,1,0,1,1,1
33074,179,1,0,12,1,1,2,5,1,1,0,1,1,1
33081,106,0,0,2,0,0,2,4,1,0,0,1,1,1
33090,29,0,0,4,3,1,2,4,1,0,0,1,1,1
33095,94,1,0,0,1,1,2,4,0,0,0,1,1,1
33096,165,1,0,2,0,0,2,4,1,0,0,1,1,1
33100,130,1,0,0,1,0,1,4,1,0,0,1,1,1
33105,130,0,0,2,1,1,3,4,1,1,1,0,1,1
33117,106,1,0,2,0,1,2,4,1,1,0,1,1,1
33120,101,0,0,4,2,0,3,4,1,1,0,1,1,1
33122,16,0,0,12,0,1,3,4,1,1,0,1,1,1
33124,131,1,0,3,1,0,2,4,1,0,0,1,1,1
33131,49,0,0,13,3,0,3,2,1,1,0,0,0,1
33132,49,0,0,11,1,1,3,4,1,1,0,1,0,1
33144,62,1,0,2,3,0,3,4,1,1,0,1,1,0
33148,134,0,0,6,0,1,2,0,1,1,0,1,0,0
33149,64,0,0,10,0,1,1,4,1,1,0,1,1,1
33150,11,1,0,1,0,1,2,4,1,1,0,1,1,1
33151,130,1,0,3,0,0,2,4,1,1,0,1,1,1
33159,62,1,0,5,3,1,3,4,1,1,0,1,1,1
33189,57,1,0,11,3,1,2,5,1,1,0,1,1,1
33192,106,1,0,4,0,1,1,4,0,1,0,1,1,1
33193,140,1,0,6,0,1,1,4,0,0,0,0,1,1
33197,34,1,0,13,0,0,1,4,1,1,0,1,1,1
33198,49,1,0,3,2,1,3,4,1,1,1,1,0,1
33216,130,1,0,2,1,0,2,4,1,0,0,1,1,1
33217,130,1,0,2,1,0,2,4,1,0,0,1,1,1
33238,173,0,0,6,3,1,1,4,1,1,0,1,1,1
33240,130,1,0,1,1,1,2,4,1,1,0,1,1,1
33241,116,1,0,3,3,1,1,4,1,1,0,1,1,1
33242,116,0,0,1,0,0,2,3,1,1,0,1,1,1
33243,152,1,0,2,1,1,2,3,1,0,0,1,1,1
33245,130,1,0,5,0,1,2,4,1,0,0,1,1,1
33252,173,1,0,6,0,0,1,3,1,1,0,1,1,1
33254,34,1,0,4,0,1,2,4,1,1,0,1,1,1
33255,49,1,0,5,0,0,3,4,1,0,1,1,1,1
33257,116,1,0,1,1,1,2,3,1,1,0,1,1,1
33268,116,0,0,1,0,1,2,3,1,1,0,1,1,1
33269,16,1,0,3,0,0,2,4,1,1,0,1,1,1
33270,49,1,0,13,2,0,3,4,1,1,0,1,1,1
33276,64,1,0,2,1,0,1,4,1,1,0,1,1,1
33277,64,1,0,2,1,1,1,4,1,1,0,1,1,1
33281,173,1,0,2,3,0,1,4,1,1,0,1,1,1
33282,26,0,0,2,0,0,2,4,0,1,0,1,1,1
33283,35,1,0,1,3,0,2,2,1,1,0,1,0,1
33287,182,1,0,2,0,1,3,3,1,0,0,1,1,1
33288,30,1,0,2,1,1,2,4,1,0,0,1,1,1
33291,173,0,0,6,0,1,1,4,1,1,0,1,1,1
33292,173,0,0,6,0,0,1,4,1,1,0,1,1,0
33296,139,1,0,0,3,1,1,4,1,0,0,1,1,1
33297,24,1,0,2,0,1,2,4,1,1,0,1,1,1
33302,49,1,0,0,0,0,3,4,1,0,0,1,1,1
33309,80,0,0,12,3,0,2,4,1,0,0,1,1,1
33310,62,0,0,1,0,1,3,4,1,1,0,1,1,1
33311,44,0,0,1,3,0,1,4,1,1,0,1,1,1
33314,9,1,0,2,0,0,2,4,1,1,0,1,1,1
33315,116,1,0,5,1,0,2,4,1,0,0,1,1,1
33316,138,1,0,12,0,0,3,4,1,1,0,1,1,1
33321,94,1,0,4,0,0,1,4,1,1,0,1,1,1
33322,84,1,0,14,3,0,1,3,1,1,0,1,1,1
33323,130,1,0,1,1,0,3,4,0,0,0,0,1,1
33326,16,1,0,8,0,0,2,4,1,1,0,1,1,1
33328,94,1,0,1,1,1,2,4,1,0,0,1,1,1
33329,151,0,0,5,0,1,2,4,1,0,0,1,0,0
33330,130,1,0,2,1,1,3,4,1,1,0,1,1,1
33331,172,1,0,10,3,0,2,4,1,1,0,1,1,1
33333,101,0,0,13,0,1,3,4,1,1,0,1,1,1
33343,106,1,0,12,1,1,2,4,1,0,0,1,1,1
33344,106,1,0,4,1,1,2,4,1,0,0,1,1,1
33346,11,1,0,10,3,1,2,4,1,0,0,1,1,1
33349,84,0,0,13,0,1,1,3,1,1,0,1,1,1
33350,106,1,0,2,0,1,1,4,1,0,0,1,1,1
33351,10,1,0,12,0,0,2,4,1,1,0,1,0,0
33355,49,0,0,1,0,0,3,4,1,1,0,1,0,0
33360,130,1,0,3,1,0,1,4,1,0,0,1,1,1
33361,49,0,0,5,0,1,3,4,0,1,0,0,1,1
33363,33,1,0,2,1,1,2,4,1,0,0,1,1,1
33364,33,1,0,2,1,1,2,4,1,0,0,1,1,1
33366,49,1,0,14,0,0,3,4,1,0,0,1,0,0
33367,34,1,0,2,0,0,2,4,1,1,0,1,0,0
33370,62,0,0,10,3,0,3,4,1,0,1,0,0,1
33382,162,0,0,10,0,1,1,4,1,0,0,1,1,0
33383,130,0,0,10,0,1,1,4,1,0,0,1,1,0
33385,49,1,0,1,0,0,3,3,1,1,0,1,1,1
33395,33,1,0,2,0,0,3,4,1,0,0,1,1,1
33398,41,1,0,14,1,1,1,4,1,1,0,1,1,1
33399,9,1,0,2,0,0,1,4,1,1,0,1,1,1
33400,9,1,0,4,1,0,1,4,1,0,0,1,1,1
33401,9,1,0,2,1,1,1,4,1,0,0,1,1,1
33402,9,1,0,4,1,1,2,4,1,0,0,1,1,1
33403,9,1,0,2,0,1,1,4,1,1,0,1,1,1
33408,106,1,0,2,1,1,1,3,1,1,0,1,1,1
33410,116,0,0,13,0,0,2,4,1,0,0,1,0,1
33411,130,1,0,6,0,0,2,4,1,1,0,1,1,1
33414,9,1,0,2,0,0,1,4,1,0,0,1,1,1
33417,9,0,0,10,3,1,2,4,1,0,0,1,1,1
33423,115,1,0,6,0,0,3,3,1,1,0,1,1,1
33424,130,1,0,2,0,1,2,4,1,1,0,1,1,1
33426,41,1,0,2,3,1,1,4,1,0,0,1,1,1
33427,9,1,0,10,1,1,2,4,1,0,0,1,1,1
33435,62,1,0,2,0,0,3,4,1,0,0,1,1,1
33436,94,0,0,4,0,1,1,4,1,1,0,1,1,0
33437,130,1,0,3,0,1,1,4,1,1,0,1,1,1
33438,132,1,0,2,3,1,2,4,1,0,0,1,1,1
33439,152,1,0,2,0,0,2,4,1,0,0,1,1,1
33449,49,1,0,13,1,1,3,4,1,0,0,1,1,1
33451,49,1,0,1,1,1,3,4,1,0,0,1,1,1
33454,154,0,0,2,0,0,3,3,1,0,0,1,1,1
33455,165,1,0,14,3,0,3,3,1,0,0,1,0,1
33462,101,0,0,5,0,0,3,4,1,0,0,1,1,1
33468,34,1,0,13,1,1,2,4,1,0,0,1,1,1
33469,34,1,0,13,1,1,2,4,1,0,0,1,1,1
33471,130,1,0,4,0,0,1,4,1,1,0,1,1,0
33479,88,0,0,2,3,1,0,4,1,1,0,1,1,1
33502,49,1,0,3,3,1,3,4,1,1,0,1,1,1
33510,41,0,0,6,0,1,0,4,1,1,1,1,1,0
33515,8,1,0,12,3,0,2,4,1,1,0,1,1,1
33516,29,0,0,12,3,1,1,4,1,1,0,1,1,1
33521,68,0,0,4,0,1,2,4,1,1,0,1,0,1
33531,33,1,0,2,0,1,3,4,1,0,0,1,1,1
33532,88,0,0,6,3,1,0,4,1,1,0,1,1,1
33533,91,1,0,10,0,1,2,4,1,1,0,1,1,1
33534,20,1,0,2,3,0,2,4,1,1,0,1,1,0
33535,23,1,0,13,0,0,3,4,1,1,0,1,1,1
33549,9,1,0,2,0,1,1,4,1,0,0,0,0,0
33554,9,1,0,14,1,0,2,4,1,1,0,1,1,1
33557,16,0,0,12,0,0,2,4,1,1,0,1,1,1
33558,162,1,0,13,3,0,2,4,1,1,0,1,1,1
33559,29,0,0,8,0,0,2,4,1,0,0,1,1,1
33565,67,1,0,5,1,1,2,4,1,0,0,1,1,1
33566,67,1,0,5,1,1,2,4,1,0,0,1,1,1
33570,24,1,0,2,3,1,2,4,1,0,0,1,1,1
33571,130,1,0,1,0,0,2,4,1,1,0,0,1,1
33573,84,1,0,1,1,1,2,3,1,0,0,1,1,1
33579,88,0,0,1,0,0,0,4,1,1,0,1,0,0
33581,106,1,0,2,0,0,1,4,1,1,0,1,1,0
33584,16,1,0,2,0,0,3,3,1,1,0,1,0,1
33589,108,0,0,13,2,0,3,2,0,1,1,0,0,0
33594,106,1,0,14,3,1,2,4,1,1,0,1,1,1
33605,16,0,0,12,0,1,3,4,1,1,0,1,1,1
33608,106,1,0,5,3,1,1,4,1,1,0,1,1,0
33609,106,1,0,2,3,0,2,4,1,1,0,1,1,1
33610,152,1,0,4,3,0,1,2,1,1,0,1,1,1
33615,16,1,0,13,0,1,2,3,1,1,0,1,1,1
33616,91,1,0,3,3,1,2,4,1,0,0,1,1,1
33618,130,0,0,4,0,1,1,4,1,0,0,1,1,1
33622,24,1,0,2,0,1,2,4,1,0,0,1,1,1
33627,64,0,0,1,0,1,1,4,1,1,0,1,1,0
33630,130,1,0,1,1,1,1,3,1,0,0,1,1,1
33631,130,1,0,10,0,0,2,4,1,1,0,1,1,1
33635,7,0,0,13,3,1,2,2,1,1,0,1,0,1
33639,16,1,0,12,2,0,2,4,1,1,0,1,1,1
33641,84,1,0,2,1,1,2,3,1,0,0,1,1,1
33642,84,1,0,5,2,0,2,4,1,1,0,1,1,1
33646,49,0,0,4,0,1,3,4,1,0,0,1,1,1
33647,49,1,0,2,0,1,3,2,1,0,0,1,1,1
33651,106,1,0,2,1,1,2,4,1,0,0,1,1,1
33654,106,1,0,2,1,1,2,4,1,1,0,1,1,1
33656,134,1,0,13,3,1,3,0,1,1,0,1,1,1
33665,106,1,0,12,3,0,2,4,1,1,0,1,1,1
33666,116,0,0,10,0,0,2,4,0,1,0,0,1,1
33669,130,1,0,6,0,0,2,4,1,0,0,1,1,0
33678,130,1,0,2,0,1,1,4,1,0,0,1,1,0
33683,133,1,0,14,0,0,3,3,1,0,0,1,1,1
33684,130,0,0,4,0,0,2,4,1,0,0,1,1,1
33685,106,1,0,2,0,0,2,4,1,0,0,1,1,1
33686,37,0,0,13,0,0,2,4,1,1,0,1,1,0
33690,106,1,0,2,0,1,1,3,1,0,0,1,1,1
33694,49,0,0,1,0,1,3,4,1,1,0,1,1,1
33697,13,1,0,12,0,1,2,3,0,1,0,1,0,1
33705,139,1,0,10,1,1,2,4,1,0,0,0,1,1
33706,106,0,0,2,0,1,1,4,1,1,0,1,1,1
33709,64,1,0,14,3,1,0,4,1,1,0,1,1,1
33710,165,1,0,2,3,1,2,4,1,1,0,1,1,1
33717,57,1,0,0,3,0,2,4,1,0,0,1,1,1
33723,91,1,0,14,3,0,2,4,1,1,0,1,1,1
33731,62,0,0,0,2,0,3,4,1,1,0,1,1,1
33740,27,1,0,12,1,0,1,4,1,1,0,1,1,1
33741,27,1,0,10,1,0,1,4,1,1,0,1,1,1
33742,27,1,0,10,1,1,1,4,1,1,0,1,1,1
33750,84,1,0,13,0,1,1,3,1,1,0,1,0,0
33754,132,1,0,7,3,1,2,4,1,1,0,1,1,1
33755,106,1,0,13,3,1,2,4,1,1,0,1,1,1
33756,106,1,0,13,3,1,2,4,1,1,0,1,1,1
33759,152,1,0,1,3,1,2,4,1,0,0,1,1,1
33760,45,0,0,1,3,1,2,3,1,1,0,1,0,1
33763,9,1,0,1,2,1,1,4,1,1,0,1,1,1
33767,62,0,0,1,0,1,3,4,1,1,0,1,1,1
33768,161,1,0,3,3,1,2,3,1,1,0,1,0,0
33786,101,1,0,12,0,1,3,4,1,1,1,1,1,1
33793,49,1,0,13,0,0,3,4,1,1,0,1,1,1
33796,87,1,0,5,0,1,1,2,1,1,0,1,0,0
33797,49,0,0,14,3,1,3,4,1,1,0,0,0,0
33798,34,1,0,3,2,1,2,4,1,1,0,1,1,1
33801,116,1,0,10,3,1,2,4,1,1,0,1,1,1
33802,62,0,0,2,2,0,3,4,1,1,0,1,1,1
33806,130,0,0,4,1,1,2,4,1,1,0,1,1,1
33809,9,1,0,2,0,0,1,4,1,1,0,1,1,1
33810,106,1,0,13,3,0,2,4,1,1,0,1,1,1
33812,62,0,0,4,3,0,3,4,1,1,0,1,1,1
33813,6,1,0,13,0,1,2,4,1,0,0,1,1,1
33815,137,0,0,14,0,0,2,4,0,0,0,0,1,1
33818,45,1,0,0,3,0,2,4,1,1,0,1,1,1
33821,106,0,0,3,0,1,1,4,1,1,0,1,0,1
33828,156,0,0,1,2,0,2,2,1,1,0,1,0,0
33832,9,0,0,1,0,0,1,4,1,1,0,1,0,1
33833,94,1,0,4,3,1,1,4,1,1,0,0,1,1
33835,45,1,0,0,0,0,2,3,0,0,0,1,1,1
33839,94,0,0,2,0,1,2,4,1,1,0,1,1,1
33840,11,1,0,14,0,1,2,4,1,1,0,1,1,1
33846,101,1,0,1,0,0,3,4,1,1,1,1,1,1
33848,130,1,0,3,1,0,2,4,1,0,0,1,1,1
33849,130,1,0,3,1,0,2,4,1,0,0,1,1,1
33852,109,1,0,14,0,1,3,2,1,0,0,1,0,1
33853,49,1,0,2,0,0,3,4,1,0,0,1,1,0
33854,130,1,0,3,0,0,2,4,1,0,0,1,1,0
33870,106,0,0,3,0,0,2,4,1,1,0,1,0,1
33873,171,0,0,12,3,1,1,4,1,0,0,1,1,1
33877,44,0,0,8,1,1,1,4,0,0,0,1,1,1
33880,34,1,0,2,3,1,1,4,1,1,1,1,1,1
33883,130,1,0,13,0,0,2,4,1,1,0,1,1,1
33887,106,1,0,2,3,1,1,4,1,0,0,1,1,1
33889,116,0,0,2,0,1,2,4,1,1,0,1,0,1
33892,49,1,0,10,0,1,3,4,1,1,0,1,1,1
33893,49,1,0,0,0,0,3,4,1,1,0,1,1,1
33895,140,1,0,14,0,1,2,4,1,0,0,1,1,1
33896,116,0,0,2,0,0,2,4,1,0,0,1,1,1
33898,62,0,0,4,3,1,3,4,1,1,0,1,1,1
33904,130,1,0,2,0,1,1,4,1,1,0,1,1,1
33906,69,1,0,10,2,1,1,4,1,1,0,1,1,1
33907,49,1,0,2,1,0,3,4,1,0,0,1,1,1
33908,154,0,0,0,0,1,2,3,0,1,1,0,0,0
33914,49,0,0,2,0,1,3,4,0,0,0,0,0,1
33915,64,1,0,4,0,0,2,4,1,1,1,1,1,1
33919,165,1,0,1,2,0,2,3,1,0,0,1,1,1
33924,109,0,0,13,0,0,3,2,1,0,0,1,1,1
33930,133,0,0,2,3,0,3,4,1,0,0,1,0,1
33931,7,0,0,13,0,1,2,2,1,1,0,1,0,1
33933,182,0,0,5,0,0,3,4,1,1,0,1,0,0
33936,109,1,0,13,2,1,3,2,1,1,0,1,1,1
33937,24,1,0,2,0,0,1,4,1,1,0,1,1,1
33941,94,1,0,2,2,1,2,4,1,1,0,1,0,1
33945,76,1,0,0,0,0,3,4,0,1,0,1,0,1
33947,16,1,0,1,0,0,2,4,1,1,0,1,1,1
33951,9,1,0,2,0,1,0,4,1,1,0,1,1,0
33953,151,1,0,5,0,1,1,4,1,1,1,0,1,1
33954,130,1,0,2,0,1,1,4,1,1,0,1,1,1
33955,84,1,0,12,0,0,2,3,1,0,0,1,1,1
33959,29,0,0,2,0,1,1,4,0,0,0,1,1,1
33964,116,0,0,2,0,0,3,4,1,1,0,1,1,1
33965,88,0,0,2,3,1,0,4,0,1,0,0,1,1
33966,152,1,0,3,0,0,1,4,1,0,0,1,1,1
33967,130,0,0,2,0,1,1,4,1,0,0,1,1,1
33969,165,1,0,2,1,1,2,4,1,0,0,1,1,1
33971,59,1,0,0,1,0,2,3,1,1,0,1,1,1
33973,34,1,0,12,0,0,1,4,1,1,0,1,1,1
33976,152,1,0,14,0,1,2,4,1,1,0,1,1,1
33992,130,1,0,10,0,0,1,4,1,1,0,1,1,1
33994,106,0,0,14,0,1,1,4,1,1,0,1,1,1
34001,165,1,0,3,3,1,1,4,1,1,0,1,0,0
34004,130,0,0,13,0,0,1,4,1,1,0,1,1,1
34009,50,1,0,13,2,1,3,4,1,0,0,1,1,1
34010,182,0,0,6,3,1,3,3,0,1,1,1,0,1
34012,116,1,0,10,0,0,1,4,1,1,0,0,1,0
34016,130,1,0,3,0,0,2,4,1,1,0,1,1,1
34020,153,0,0,11,3,0,3,2,1,1,0,1,0,1
34027,106,1,0,2,0,0,2,4,1,1,0,1,1,1
34030,116,1,0,13,3,1,1,4,1,1,1,0,0,0
34031,16,1,0,2,2,0,3,4,1,1,0,1,0,1
34035,147,1,0,2,3,1,3,3,0,1,0,0,0,1
34036,182,0,0,1,0,0,3,3,1,0,0,1,1,1
34041,7,0,0,13,2,1,2,3,1,1,0,1,0,1
34043,94,1,0,1,0,1,1,4,1,1,0,1,1,1
34044,140,1,0,5,0,1,2,4,0,1,0,1,1,1
34049,88,0,0,8,3,0,0,4,1,1,1,1,1,1
34050,88,0,0,2,3,0,0,4,1,1,0,1,1,1
34051,88,0,0,8,3,1,0,4,1,1,1,1,1,1
34052,152,1,0,12,2,1,2,3,1,1,0,1,1,1
34061,84,1,0,5,3,0,2,3,0,0,0,1,1,1
34065,34,1,0,13,0,0,2,4,1,1,0,1,1,1
34077,49,1,0,14,0,1,3,3,1,0,0,1,1,1
34078,49,1,0,14,0,1,3,3,1,0,0,1,1,1
34082,143,0,0,11,3,1,1,2,1,1,0,0,1,1
34085,130,1,0,6,0,0,1,4,1,1,0,1,1,0
34091,84,0,0,1,2,1,1,3,1,0,0,1,1,1
34098,130,1,0,13,3,0,2,4,1,1,0,1,1,0
34099,156,0,0,2,0,1,2,2,1,1,0,1,0,1
34119,131,1,0,3,0,1,1,4,1,0,0,1,1,1
34120,138,0,0,7,2,0,2,4,1,1,1,1,0,1
34121,130,0,0,2,0,1,2,4,1,1,0,1,1,1
34131,94,1,0,4,1,1,1,3,1,0,0,1,1,1
34138,62,0,0,10,3,1,3,4,1,1,0,1,1,1
34141,94,1,0,12,3,1,1,4,1,0,0,1,1,0
34142,9,1,0,2,3,1,1,4,1,1,0,1,1,1
34149,34,0,0,4,2,1,1,4,1,1,0,1,1,0
34159,26,1,0,2,0,1,2,4,1,1,0,1,0,0
34162,84,0,0,2,0,0,1,3,1,0,0,1,1,1
34189,88,1,0,2,0,1,0,4,1,1,0,1,0,0
34192,6,0,0,13,0,0,1,4,1,1,0,1,0,1
34201,130,0,0,13,0,0,1,4,1,1,1,1,0,0
34204,69,0,0,10,0,0,1,4,1,1,0,1,1,1
34205,112,1,0,3,0,1,1,4,1,0,0,1,1,0
34220,9,0,0,2,0,1,1,4,1,1,0,1,0,0
34232,116,0,0,2,3,1,2,3,1,0,0,0,1,1
34233,138,1,0,12,3,0,2,4,0,1,0,0,1,1
34234,116,0,0,2,1,0,3,3,0,0,0,1,1,1
34235,106,1,0,14,0,0,2,4,1,0,0,1,1,1
34236,106,1,0,6,1,0,1,3,0,0,0,1,1,1
34237,116,1,0,12,3,1,2,4,0,0,0,1,1,1
34238,116,1,0,0,3,0,2,4,0,0,0,1,1,1
34239,116,1,0,2,3,0,2,4,1,0,0,1,1,1
34253,116,1,0,3,3,0,2,4,0,0,0,1,1,1
34254,116,1,0,5,3,1,2,3,0,0,0,1,1,1
34255,16,1,0,9,0,1,2,4,0,0,0,0,1,1
34256,87,1,0,5,0,1,1,3,0,0,0,1,1,1
34257,142,0,0,1,0,1,1,3,0,0,0,1,1,0
34258,94,0,0,2,3,1,1,4,1,1,0,1,1,1
34259,30,0,0,2,0,0,2,2,1,1,0,1,0,1
34260,140,1,0,2,3,1,1,4,1,0,0,1,1,1
34261,45,1,0,2,3,0,2,4,1,0,0,1,1,1
34281,173,1,0,6,1,1,1,4,1,0,0,1,1,1
34288,94,1,0,2,0,0,2,4,1,0,0,1,1,1
