,breed_primary,breed_mixed,breed_unknown,color_primary,age,sex,size,coat,fixed,house_trained,special_needs,shots_current,env_children,env_dogs
11775,154,1,0,5,0,0,2,4,1,1,0,1,1,1
11776,165,1,0,4,3,0,3,5,1,1,0,1,1,1
11777,64,1,0,2,1,0,2,4,1,0,0,1,1,1
11780,165,1,0,2,1,1,2,4,1,0,0,1,1,1
11781,182,1,0,0,0,1,3,2,1,1,1,1,1,1
11783,137,1,0,1,0,0,3,4,1,1,0,1,1,1
11785,106,1,0,2,0,1,2,4,1,1,0,1,1,1
11787,130,1,0,3,0,1,2,4,1,1,0,1,1,1
11788,165,1,0,4,3,1,2,4,1,0,0,1,1,1
11789,106,1,0,4,3,1,2,4,1,0,0,1,1,1
11790,165,1,0,13,3,0,2,4,1,0,0,1,1,1
11799,152,1,0,4,1,0,2,4,1,0,0,1,1,1
11802,45,1,0,1,3,0,2,3,1,0,0,1,1,1
11804,16,1,0,1,3,1,2,3,1,0,0,1,1,1
11805,30,1,0,2,1,0,2,3,1,0,0,1,1,1
11806,34,1,0,12,3,1,2,4,1,0,0,1,1,1
11809,152,1,0,12,0,0,2,3,1,0,0,1,1,1
11810,6,1,0,13,0,0,2,4,1,0,0,1,1,1
11838,152,1,0,4,3,1,2,4,1,1,0,1,1,1
11841,9,0,0,3,0,0,1,4,1,1,0,1,1,0
11856,66,0,0,10,0,1,0,4,1,1,0,1,1,1
11857,49,0,0,4,0,0,3,4,1,0,0,1,1,1
11858,49,0,0,13,0,0,3,4,1,1,0,1,1,1
11859,49,0,0,0,0,1,3,4,1,0,0,1,1,1
11860,49,0,0,9,0,0,3,4,1,0,0,1,1,1
11862,49,0,0,2,3,1,3,4,1,0,0,1,1,1
11864,134,1,0,2,0,1,3,3,1,0,0,0,1,1
11865,148,1,0,4,3,0,3,3,1,1,0,1,1,1
11866,152,1,0,10,3,1,2,4,1,1,0,1,1,1
11868,152,1,0,10,3,1,2,4,1,1,0,1,1,1
11869,130,1,0,3,3,0,2,4,1,1,0,1,1,1
11870,152,1,0,10,3,1,2,4,1,1,0,1,1,1
11871,44,1,0,9,3,0,2,3,1,0,0,1,1,1
11874,63,1,0,13,0,0,2,4,1,1,0,1,1,1
11877,10,1,0,4,3,1,1,4,1,0,0,1,1,1
11881,10,1,0,1,3,1,2,3,1,0,0,1,1,1
11883,30,1,0,2,1,0,2,4,1,0,0,1,1,1
11884,30,1,0,2,1,0,2,4,1,0,0,1,1,1
11888,106,1,0,2,0,1,1,4,1,0,0,1,1,1
11900,106,1,0,2,1,0,2,4,1,0,0,1,1,1
11908,94,1,0,10,0,0,2,4,1,1,0,1,1,1
11910,130,1,0,2,0,1,2,4,1,1,0,1,1,1
11913,162,1,0,6,3,1,2,4,1,1,0,1,1,1
11917,137,1,0,14,0,1,2,4,1,1,0,1,1,1
11919,52,1,0,2,0,1,1,3,1,1,0,1,0,0
11923,84,0,0,2,0,1,1,2,1,1,0,1,1,0
11926,130,1,0,13,3,1,2,4,1,0,0,1,1,1
11928,116,1,0,1,1,1,3,5,1,1,0,1,1,1
11929,49,0,0,0,2,1,3,4,1,1,0,1,1,1
11930,165,1,0,2,3,1,2,4,1,1,0,1,1,1
11933,152,1,0,14,3,1,2,4,1,0,0,1,1,1
11935,138,1,0,12,0,0,3,4,1,0,0,1,1,1
11937,24,1,0,2,1,1,1,4,1,0,0,1,1,1
11938,130,1,0,5,1,1,2,4,1,1,1,1,1,1
11939,89,0,0,13,0,1,0,2,1,1,0,1,1,1
11941,16,1,0,12,1,1,2,4,1,0,0,1,1,1
11942,165,1,0,2,1,0,3,4,1,0,0,1,1,1
11943,165,1,0,2,1,0,3,4,1,0,0,1,1,1
11946,49,1,0,10,1,0,3,4,1,1,0,1,1,1
11947,101,1,0,2,3,0,3,4,1,0,0,1,1,1
11948,49,1,0,2,1,0,3,4,1,1,0,1,1,1
11950,165,1,0,13,0,1,1,4,1,0,0,1,1,1
11953,130,1,0,3,3,0,2,4,1,1,0,1,0,0
11955,132,1,0,2,0,1,2,4,1,1,0,1,1,1
11956,106,1,0,2,0,0,2,4,1,1,0,1,1,0
11958,91,0,0,3,3,1,1,1,1,1,0,1,1,0
11961,44,1,0,14,3,0,2,4,1,1,0,1,1,1
11962,44,1,0,13,1,1,1,3,1,0,0,1,1,1
11967,10,1,0,2,3,0,1,3,1,0,0,1,1,1
11968,165,1,0,4,3,0,2,4,1,0,0,1,1,1
11969,30,1,0,8,3,1,2,3,1,0,0,1,1,1
11970,106,1,0,9,3,1,2,3,1,0,0,1,1,1
11979,34,1,0,5,3,0,2,4,1,0,0,0,1,0
11981,33,1,0,13,0,1,2,4,1,1,0,1,1,1
11982,175,1,0,13,0,1,2,3,1,1,0,1,1,0
11984,106,1,0,1,3,1,1,4,1,0,0,1,1,1
11989,6,1,0,2,3,0,2,4,1,0,0,1,1,1
11991,89,0,0,13,3,0,0,2,1,0,0,1,1,1
12005,9,1,0,3,0,1,1,4,1,0,0,1,0,0
12007,130,1,0,2,3,1,1,4,1,0,0,1,1,1
12008,165,1,0,3,0,1,2,4,1,1,0,1,1,1
12009,34,1,0,6,0,0,2,4,1,1,0,1,1,1
12010,49,0,0,13,0,0,3,4,1,1,0,1,1,1
12012,130,1,0,13,0,0,2,4,1,0,0,1,1,0
12024,106,0,0,2,0,0,2,3,1,0,0,1,1,1
12025,13,1,0,1,3,0,2,4,1,1,0,1,1,1
12026,62,1,0,10,0,1,3,4,1,1,0,0,1,1
12028,106,1,0,2,1,0,2,3,0,0,0,1,1,1
12030,84,0,0,14,3,1,1,3,1,1,0,1,1,1
12031,106,1,0,4,1,0,2,4,1,1,0,1,1,1
12035,138,1,0,1,1,1,2,3,0,0,0,1,1,1
12036,89,1,0,1,1,0,1,3,0,0,0,1,1,1
12037,116,0,0,2,1,1,2,3,1,0,0,1,1,1
12039,130,1,0,10,0,1,2,4,1,1,0,1,1,1
12049,152,1,0,5,3,0,2,3,1,1,0,0,0,1
12058,14,1,0,4,3,1,2,4,1,0,0,1,1,1
12060,106,1,0,1,1,1,2,4,1,0,0,1,1,1
12061,106,1,0,2,1,1,2,4,1,0,0,1,1,1
12062,13,1,0,2,1,0,2,4,1,0,0,1,1,1
12063,139,1,0,10,3,0,2,3,1,0,0,1,1,1
12084,95,0,0,13,3,1,1,3,1,1,0,1,0,0
12085,165,1,0,1,0,1,3,3,1,1,0,1,0,1
12087,142,0,0,2,3,0,2,4,1,0,0,1,1,1
12091,94,1,0,13,3,1,2,4,1,1,0,1,1,1
12094,80,1,0,12,3,1,2,4,1,0,0,1,1,1
12104,94,1,0,12,0,1,2,3,1,1,0,1,1,1
12106,89,1,0,13,3,0,1,3,1,1,0,1,1,1
12114,57,1,0,10,3,1,2,3,1,1,0,1,0,1
12116,118,1,0,2,3,1,1,4,1,1,0,1,1,1
12119,22,1,0,12,3,0,1,3,1,1,0,1,1,0
12124,24,1,0,2,1,1,1,3,1,0,0,1,1,1
12125,16,1,0,4,1,0,2,4,1,0,0,1,1,1
12127,16,1,0,2,3,0,2,4,1,1,0,1,1,1
12128,89,1,0,4,3,0,1,4,1,0,0,1,1,1
12129,49,0,0,13,0,0,3,4,1,1,0,1,0,1
12130,89,1,0,13,3,0,1,3,1,0,0,1,1,1
12131,140,1,0,14,0,0,1,4,1,1,1,1,0,0
12132,89,1,0,5,3,0,1,4,1,0,0,1,1,1
12133,106,1,0,13,3,0,2,4,1,1,0,1,0,0
12136,89,0,0,13,3,1,0,2,1,0,0,1,1,1
12137,89,1,0,13,3,0,1,3,1,1,0,1,1,1
12138,119,1,0,2,0,1,1,3,1,0,0,1,1,1
12188,9,1,0,13,0,1,1,4,1,1,0,1,1,1
12195,165,1,0,13,1,0,2,4,1,0,0,1,1,1
12197,34,1,0,2,1,1,1,4,1,0,0,1,1,1
12201,130,1,0,2,3,0,2,4,1,1,0,1,1,0
12204,89,0,0,13,3,1,0,2,1,1,0,1,1,1
12208,89,1,0,13,3,0,1,3,1,1,0,1,1,1
12209,130,1,0,3,3,0,2,4,1,1,0,1,1,1
12220,49,0,0,0,1,0,3,4,1,1,0,1,1,1
12224,182,1,0,5,3,1,3,5,1,1,0,1,1,1
12225,116,1,0,0,1,0,2,4,1,1,0,1,1,1
12226,116,0,0,2,1,1,2,4,1,1,0,1,1,1
12227,59,1,0,10,3,0,3,4,1,1,0,1,1,1
12228,49,1,0,5,3,1,3,3,0,1,0,0,0,1
12229,9,1,0,3,3,0,2,3,1,1,0,1,1,1
12230,9,1,0,14,3,0,2,4,1,0,0,1,1,1
12231,9,1,0,2,3,1,2,3,1,1,0,1,1,1
12234,84,1,0,12,1,0,1,3,0,0,0,1,1,1
12237,14,1,0,10,1,0,3,4,1,1,0,1,1,1
12239,24,0,0,2,2,0,2,3,1,1,0,1,0,1
12241,78,1,0,0,1,0,2,3,1,0,0,1,1,1
12247,89,1,0,0,3,1,1,2,1,1,1,1,1,1
12253,106,1,0,2,1,1,2,4,1,0,0,1,1,1
12254,106,1,0,2,1,1,2,4,1,0,0,1,1,1
12255,130,1,0,2,3,0,2,4,1,0,0,1,1,1
12258,49,1,0,14,0,1,3,4,1,1,0,1,1,1
12259,165,1,0,13,1,1,2,4,1,0,0,1,1,1
12260,170,1,0,2,2,1,3,4,1,1,0,1,0,1
12262,127,0,0,10,2,0,3,4,1,1,1,1,1,1
12266,152,1,0,2,1,0,2,4,1,0,0,1,1,1
12267,94,1,0,4,1,1,2,4,1,0,0,1,1,1
12278,130,0,0,6,3,1,1,4,1,1,0,1,1,1
12279,130,1,0,2,3,1,2,4,1,1,0,1,1,1
12284,49,1,0,1,3,1,3,4,1,1,0,1,1,1
12285,24,1,0,2,3,0,2,4,1,1,0,1,1,1
12288,40,0,0,2,3,0,3,4,1,1,0,1,1,1
12289,40,1,0,14,3,1,2,4,1,1,0,1,1,1
12291,165,1,0,12,3,1,3,4,1,1,0,1,1,1
12297,106,1,0,4,0,0,2,4,1,1,0,1,1,1
12314,130,0,0,14,0,0,2,4,1,1,0,1,1,1
12319,49,1,0,10,3,0,3,4,1,1,0,1,0,1
12320,106,1,0,10,1,0,2,4,1,0,0,1,1,1
12321,16,1,0,12,0,0,2,4,1,1,0,1,1,1
12322,89,1,0,3,1,0,1,4,1,0,0,1,1,1
12325,130,1,0,3,3,1,2,4,1,1,0,1,1,1
12326,130,0,0,6,0,0,1,4,1,1,0,1,1,0
12329,154,1,0,0,2,1,3,4,1,1,0,1,0,1
12332,9,1,0,5,0,0,2,4,0,1,0,0,1,1
12344,101,1,0,14,3,1,3,4,1,0,0,1,1,1
12345,11,1,0,2,1,1,2,3,1,0,0,1,1,1
12356,132,1,0,2,3,1,2,4,1,0,0,1,1,1
12362,109,0,0,13,0,0,3,2,1,1,1,1,0,1
12363,75,1,0,13,0,0,2,2,1,0,0,1,1,1
12365,142,1,0,2,3,1,1,4,1,0,0,1,1,1
12375,84,0,0,2,3,0,2,3,1,1,0,1,1,1
12378,106,1,0,3,0,1,1,4,1,1,0,1,1,0
12379,34,0,0,13,3,1,2,4,1,0,1,0,1,1
12382,84,0,0,2,3,1,1,3,1,1,0,1,1,1
12385,101,1,0,2,2,1,3,4,1,1,0,1,1,1
12386,162,1,0,2,0,0,2,4,1,1,0,1,1,0
12387,49,0,0,0,2,1,3,4,1,1,0,1,1,1
12389,16,0,0,1,3,1,2,4,1,1,0,1,1,1
12390,84,1,0,10,3,0,1,3,1,1,0,1,1,1
12391,116,0,0,2,0,0,2,4,1,1,0,1,0,0
12403,172,1,0,10,3,1,1,4,1,1,0,1,1,1
12404,106,1,0,2,3,1,1,4,1,1,0,1,1,1
12405,53,1,0,3,1,0,2,3,1,1,0,1,1,1
12406,106,1,0,6,0,0,1,4,1,1,0,1,1,1
12407,134,0,0,13,2,1,3,4,1,1,0,1,0,1
12409,16,1,0,12,1,0,2,4,0,0,1,1,1,1
12410,84,1,0,3,1,1,1,4,0,0,0,1,1,1
12411,141,1,0,14,3,1,1,4,1,0,0,1,1,1
12412,44,1,0,2,1,0,1,4,1,0,0,1,1,1
12416,9,1,0,0,0,0,2,4,1,1,0,1,1,1
12417,9,1,0,0,3,1,2,4,1,1,0,1,1,1
12425,94,1,0,2,1,0,2,4,1,0,0,1,1,1
12427,84,0,0,2,0,1,1,3,0,1,0,1,1,0
12428,89,0,0,13,3,0,1,2,1,1,0,1,1,1
12429,89,0,0,13,3,1,0,2,1,1,0,1,1,1
12433,49,0,0,4,3,1,3,4,1,1,0,1,1,1
12434,165,0,0,5,1,1,2,4,1,0,0,1,1,1
12435,94,1,0,2,3,0,1,4,1,0,0,1,1,1
12438,109,0,0,13,2,0,3,4,1,0,0,1,1,1
12442,171,0,0,12,0,0,1,4,1,1,0,1,1,1
12462,44,1,0,2,3,0,2,4,1,0,0,1,1,1
12466,106,1,0,14,0,1,3,4,1,0,1,1,1,1
12467,106,1,0,14,0,1,3,4,1,0,1,1,1,1
12480,89,1,0,11,3,1,2,3,1,0,0,1,1,1
12484,95,1,0,10,0,0,1,2,1,1,0,1,1,1
12485,133,0,0,10,2,0,3,2,1,1,1,1,1,1
12491,130,1,0,6,0,1,1,4,1,1,0,1,1,1
12494,94,1,0,2,0,0,2,4,1,1,0,1,1,1
12495,15,0,0,4,2,0,2,4,1,1,0,1,0,0
12497,84,1,0,2,1,0,1,4,1,1,0,1,1,1
12501,30,1,0,2,0,0,2,3,1,1,0,1,1,0
12502,19,1,0,4,3,1,2,4,1,0,0,1,1,1
12503,34,1,0,1,3,1,2,4,1,1,0,1,1,1
12505,138,0,0,13,2,1,3,4,1,1,0,1,1,1
12506,106,1,0,14,2,0,1,3,1,1,0,1,1,1
12507,106,1,0,5,0,1,2,3,1,1,0,1,1,1
12510,130,1,0,14,0,1,2,4,1,1,0,1,1,1
12511,94,1,0,14,3,1,2,3,1,1,0,1,1,1
12512,24,1,0,2,1,0,2,3,1,1,0,1,1,1
12516,106,1,0,2,0,1,1,4,1,1,0,1,1,1
12518,145,1,0,0,1,0,2,4,0,0,0,0,1,1
12519,145,1,0,2,3,0,2,4,0,0,0,0,1,1
12521,84,1,0,1,3,1,0,3,1,1,0,1,1,1
12523,109,1,0,2,0,1,3,2,1,1,0,1,0,1
12531,94,1,0,1,0,1,2,4,1,1,1,1,1,1
12539,9,1,0,5,0,1,2,4,1,1,0,1,1,1
12541,34,1,0,3,3,1,2,4,1,1,0,1,1,1
12547,49,0,0,2,0,1,3,4,1,1,0,1,0,1
12550,130,1,0,10,3,1,2,4,1,1,0,1,1,1
12557,165,1,0,2,1,0,2,4,1,0,0,1,1,1
12558,106,1,0,2,1,1,2,3,0,0,0,1,1,1
12560,130,0,0,10,0,0,1,4,1,1,0,1,1,1
12565,106,1,0,3,3,0,1,4,1,0,0,1,1,1
12574,9,1,0,6,0,1,1,4,1,1,0,1,0,1
12575,130,1,0,2,0,1,2,4,1,1,0,1,0,0
12576,130,1,0,2,0,1,2,4,0,1,0,0,1,1
12578,100,1,0,2,3,0,2,4,1,1,1,1,0,1
12579,106,1,0,2,2,1,2,4,1,1,0,1,1,1
12593,49,0,0,4,3,0,3,4,1,0,0,1,0,1
12594,94,1,0,4,1,1,2,4,1,1,0,1,1,1
12595,165,1,0,2,1,1,2,4,1,0,0,1,1,1
12597,116,0,0,1,0,1,2,4,1,1,0,1,1,1
12598,106,0,0,2,0,0,2,4,1,1,0,1,1,1
12601,116,1,0,3,0,1,1,4,1,1,0,1,1,0
12607,162,1,0,3,0,1,2,4,1,0,0,1,0,0
12608,116,0,0,0,2,1,2,4,1,1,0,1,1,1
12613,116,0,0,13,2,0,2,4,1,1,0,1,1,1
12615,116,0,0,6,0,1,2,4,1,1,0,1,0,1
12620,116,0,0,1,0,1,2,4,1,1,0,1,1,1
12622,116,0,0,0,3,1,2,4,1,0,0,1,1,1
12626,116,1,0,0,1,0,2,4,1,0,0,1,1,1
12628,106,1,0,0,3,1,2,4,1,1,0,1,1,1
12629,84,0,0,2,2,0,1,3,1,0,0,1,1,1
12630,106,1,0,2,3,0,2,4,1,1,0,1,1,1
12631,62,1,0,2,0,1,3,4,1,0,0,1,0,1
12638,106,1,0,12,1,1,2,4,1,0,0,1,1,1
12639,106,1,0,2,0,0,2,4,1,0,0,1,1,1
12647,126,1,0,10,0,1,3,2,1,1,0,1,0,1
12648,49,1,0,1,0,1,3,4,1,1,0,1,1,1
12650,91,1,0,3,0,0,2,4,1,1,0,1,1,1
12652,49,1,0,2,1,1,3,4,1,0,0,1,1,1
12653,94,1,0,2,0,0,2,4,1,1,0,1,0,1
12655,94,1,0,10,3,1,2,4,1,1,0,0,1,1
12656,165,1,0,14,0,1,3,4,1,0,0,1,1,1
12659,130,1,0,13,0,0,2,4,1,1,0,1,1,1
12663,15,1,0,14,0,1,2,4,1,1,0,1,1,1
12674,130,1,0,6,0,0,2,4,1,1,0,1,1,1
12675,64,1,0,14,0,1,1,4,1,1,0,1,1,1
12677,95,1,0,14,0,1,1,3,1,1,0,1,1,1
12679,94,1,0,10,0,1,2,4,1,0,0,1,1,1
12681,16,1,0,4,0,0,2,4,1,0,0,1,1,1
12684,152,1,0,2,0,1,1,4,1,1,0,1,1,1
12685,49,0,0,13,3,0,3,4,1,1,0,1,1,1
12686,49,0,0,13,3,0,3,4,1,1,0,1,1,1
12688,130,1,0,13,1,1,1,4,1,0,0,1,1,1
12689,142,0,0,2,0,1,1,4,1,1,0,1,0,0
12691,134,1,0,13,2,1,3,4,1,1,0,1,1,1
12692,134,1,0,13,2,1,3,4,1,1,0,1,1,1
12702,176,1,0,2,0,1,2,3,1,1,0,1,1,1
12703,165,1,0,0,0,1,2,4,1,1,0,1,1,1
12704,127,0,0,12,2,1,3,4,1,1,1,1,1,1
12706,127,1,0,10,3,1,3,4,1,1,0,1,0,1
12708,130,0,0,6,0,1,1,4,0,0,0,0,1,1
12710,130,0,0,3,0,0,2,4,1,1,0,1,1,0
12720,117,1,0,1,0,0,1,4,1,0,0,1,1,1
12721,109,1,0,13,0,1,3,3,1,0,0,0,1,1
12723,152,1,0,4,3,0,1,4,1,1,0,1,1,1
12729,89,1,0,5,3,1,1,2,1,1,0,1,1,1
12732,152,1,0,12,0,1,1,3,1,0,0,0,1,1
12735,116,1,0,10,3,0,2,4,1,0,0,1,1,1
12746,106,1,0,2,1,1,1,4,0,0,0,1,1,1
12753,67,1,0,3,3,0,2,4,1,0,0,1,1,1
12759,109,1,0,13,2,0,3,2,0,0,0,0,0,0
12768,130,1,0,13,0,0,2,4,1,1,0,1,1,1
12770,9,1,0,10,0,0,2,4,1,1,0,1,1,1
12771,11,1,0,1,2,1,2,4,1,1,0,1,1,1
12772,116,1,0,2,2,0,3,4,1,1,1,1,1,1
12777,116,1,0,5,0,0,2,4,1,0,0,1,1,1
12778,106,1,0,2,2,1,1,0,1,1,0,1,1,1
12781,132,1,0,13,3,0,2,4,1,1,0,1,1,1
12782,37,0,0,3,0,0,2,4,1,1,0,1,0,0
12784,106,1,0,6,3,1,1,4,1,0,1,1,1,1
12790,95,1,0,6,0,0,2,4,1,0,0,1,1,1
12793,52,1,0,4,0,0,2,3,1,1,0,1,1,1
12808,106,1,0,14,0,0,2,3,1,1,0,1,1,1
12816,130,1,0,3,0,1,1,4,0,1,0,1,1,0
12825,34,1,0,10,0,0,2,3,1,0,0,1,1,1
12829,30,1,0,2,3,1,2,4,1,1,0,1,1,1
12834,49,0,0,13,2,1,3,4,1,1,0,1,1,1
12837,12,1,0,13,0,1,2,4,1,0,0,1,1,1
12838,30,1,0,2,0,1,2,3,1,0,0,1,1,1
12845,182,1,0,0,0,0,3,2,1,0,1,0,0,1
12847,89,1,0,4,1,0,1,4,0,1,0,1,1,1
12848,130,1,0,2,2,0,1,4,1,1,0,1,0,0
12851,94,0,0,3,0,1,2,4,1,1,0,1,1,1
12852,106,1,0,2,1,0,2,3,0,1,0,1,1,1
12853,106,1,0,2,1,1,2,3,0,1,0,1,1,1
12854,9,1,0,6,3,0,2,4,0,1,0,1,1,1
12855,165,1,0,10,3,0,2,3,1,0,0,1,1,1
12856,9,0,0,3,0,1,1,4,1,1,0,1,0,1
12857,9,1,0,14,0,1,2,4,1,1,0,1,1,1
12861,165,1,0,2,3,0,2,4,1,0,0,1,1,1
12863,106,1,0,2,1,1,2,4,1,0,0,1,1,1
12864,57,0,0,4,3,0,2,3,1,1,0,1,1,1
12867,16,1,0,12,0,0,2,4,1,1,0,1,1,1
12868,62,0,0,2,0,0,3,4,1,1,0,1,0,1
12871,9,1,0,6,0,1,2,4,1,1,0,1,1,1
12873,152,1,0,1,1,1,1,3,0,0,0,1,1,1
12875,106,1,0,2,0,1,2,4,1,1,0,1,0,0
12876,58,1,0,9,1,1,2,4,0,0,0,1,1,1
12877,80,1,0,10,0,0,2,4,0,1,0,1,1,1
12878,34,1,0,10,0,1,2,4,1,1,0,1,1,1
12883,49,1,0,2,1,0,3,4,1,1,0,1,1,1
12884,57,1,0,13,3,1,2,4,1,1,0,1,1,1
12891,49,1,0,13,3,0,3,4,0,1,0,0,0,1
12893,130,1,0,3,0,0,2,4,1,1,0,1,1,0
12894,94,1,0,12,1,1,2,4,1,0,0,1,1,1
12895,138,1,0,1,0,1,3,4,1,1,0,1,0,1
12897,57,1,0,13,0,0,2,3,1,1,0,1,1,1
12899,13,1,0,2,1,1,2,2,1,0,0,1,1,1
12900,113,1,0,2,1,0,3,4,1,0,0,1,1,1
12902,106,1,0,14,3,0,1,3,1,0,0,1,0,1
12905,130,1,0,0,0,1,2,4,1,1,0,1,1,1
12909,94,1,0,4,0,1,2,4,1,0,0,1,1,1
12921,57,1,0,5,2,0,2,3,1,1,0,1,1,0
12923,132,1,0,2,1,0,2,5,1,0,0,1,1,1
12925,106,1,0,2,1,0,2,4,1,0,0,1,1,1
12933,130,1,0,6,0,0,2,4,1,1,0,1,1,1
12935,49,1,0,13,1,0,3,4,1,1,0,1,1,1
12937,84,1,0,14,0,0,2,4,1,1,0,1,1,1
12944,49,0,0,14,3,1,3,4,1,1,1,1,0,1
12945,49,0,0,14,0,1,3,4,1,1,1,1,0,1
12947,130,1,0,2,1,0,1,4,1,0,0,1,1,1
12950,37,0,0,13,0,1,2,4,1,1,0,1,0,0
12956,132,1,0,10,3,0,2,4,1,0,0,1,1,1
12960,94,1,0,1,1,1,1,4,0,0,0,1,1,1
12962,101,1,0,12,0,0,3,4,1,1,0,1,1,1
12963,49,1,0,12,0,0,3,4,1,1,0,1,1,1
12964,179,1,0,4,3,1,3,5,1,1,0,1,1,1
12972,34,1,0,3,0,1,2,3,1,1,0,1,1,1
12973,106,1,0,2,3,0,1,3,1,1,0,1,1,1
12974,48,1,0,4,1,0,2,4,1,0,0,1,1,1
12982,62,1,0,10,0,1,3,2,1,1,0,1,1,1
12984,9,1,0,9,0,1,2,4,1,1,0,1,1,1
12985,9,1,0,10,1,0,2,4,1,1,0,1,1,1
12986,49,0,0,4,1,1,3,3,1,0,1,1,1,1
12990,142,0,0,1,0,0,1,4,1,1,0,1,1,0
13001,52,1,0,4,3,1,2,3,1,1,0,1,1,1
13002,106,1,0,13,3,0,2,4,1,1,0,1,1,1
13003,130,1,0,7,3,1,1,4,1,1,0,1,1,1
13013,106,1,0,2,3,1,2,4,1,1,0,1,1,1
13014,106,1,0,2,1,1,1,4,1,1,0,1,1,1
13015,49,0,0,2,3,1,3,4,1,1,1,1,0,1
13016,142,0,0,2,0,1,1,4,1,1,0,1,0,0
13017,142,1,0,14,1,1,2,3,1,0,0,1,1,1
13018,142,1,0,14,1,0,2,3,1,0,0,1,1,1
13019,142,1,0,0,1,1,2,3,1,0,0,1,1,1
13020,142,1,0,0,1,0,2,4,1,0,0,1,1,1
13021,142,1,0,1,3,1,2,3,1,0,0,1,1,1
13022,152,1,0,12,3,1,1,3,1,1,0,1,1,1
13026,131,1,0,6,0,1,2,4,1,0,0,1,1,1
13028,140,1,0,10,0,1,1,4,1,0,0,1,1,1
13029,84,1,0,6,0,1,2,3,1,1,0,1,1,1
13032,9,0,0,2,0,0,2,4,1,0,0,1,1,1
13035,106,1,0,2,1,0,2,4,1,0,0,1,1,1
13046,106,0,0,2,0,1,1,4,1,1,0,1,0,0
13047,34,1,0,3,3,0,2,4,1,1,0,1,1,1
13050,130,0,0,2,3,0,2,4,1,1,0,1,1,0
13051,130,0,0,2,3,0,2,4,1,1,0,1,1,0
13052,130,1,0,4,0,0,2,4,1,1,0,1,1,1
13057,94,1,0,2,3,1,2,4,1,0,0,1,1,1
13059,130,1,0,2,0,0,2,4,1,1,0,1,1,1
13067,9,1,0,3,1,1,2,4,1,1,0,1,1,1
13072,106,1,0,3,0,0,2,4,1,1,0,1,1,1
13073,76,1,0,12,3,1,2,4,1,0,0,1,1,1
13074,11,1,0,10,3,0,1,4,1,0,0,1,1,1
13075,84,1,0,12,1,0,2,4,1,0,0,1,1,1
13083,165,1,0,2,0,0,2,3,1,1,0,1,1,0
13087,19,0,0,10,0,0,2,3,1,1,0,1,0,1
13090,165,1,0,11,0,0,3,3,1,1,0,1,1,1
13091,37,1,0,2,0,0,2,4,1,0,0,1,1,1
13092,94,1,0,10,3,1,2,4,1,0,0,1,1,1
13094,165,1,0,3,2,0,3,3,1,0,0,1,1,1
13102,33,1,0,2,0,1,2,4,1,1,0,1,0,1
13103,16,1,0,1,2,1,2,4,1,1,0,1,0,1
13105,89,1,0,13,3,0,1,3,1,1,0,1,1,1
13106,89,1,0,12,1,0,1,4,0,0,0,1,1,1
13107,89,1,0,13,3,0,1,3,1,1,0,1,1,1
13117,84,0,0,2,0,1,1,4,1,1,0,1,0,1
13118,5,0,0,2,3,0,1,2,1,1,0,1,0,1
13122,132,1,0,1,3,1,1,4,1,0,0,1,1,1
13128,11,1,0,2,3,1,2,3,1,1,0,1,0,0
13129,130,1,0,0,1,0,2,4,1,1,1,1,0,1
13137,84,0,0,1,0,0,1,2,1,1,0,1,1,0
13143,13,0,0,2,2,1,1,2,1,1,0,1,0,1
13144,84,1,0,2,1,1,1,3,1,0,0,1,1,1
13145,95,1,0,6,0,0,2,2,1,1,0,1,1,0
13147,68,0,0,3,3,0,2,4,1,1,0,1,1,0
13152,106,1,0,2,3,1,2,4,1,0,0,1,1,1
13154,44,1,0,3,3,0,2,4,1,0,0,1,1,1
13155,6,1,0,2,0,1,1,4,1,1,0,1,1,1
13156,130,0,0,14,0,1,1,4,1,1,0,1,1,1
13157,130,1,0,3,0,1,1,4,1,1,0,0,1,0
13163,53,1,0,10,0,1,2,3,1,1,0,1,1,1
13164,106,1,0,2,0,0,0,3,1,1,1,1,0,1
13167,106,1,0,2,1,1,2,4,1,1,0,1,1,1
13168,103,1,0,5,0,1,1,4,0,0,0,1,0,1
13170,106,1,0,2,1,1,2,4,1,1,0,1,1,1
13173,49,1,0,4,0,1,3,4,0,1,0,0,1,1
13177,94,1,0,1,3,1,2,4,1,1,1,1,0,1
13178,55,0,0,0,3,1,2,0,1,1,1,1,0,1
13184,23,1,0,2,2,0,3,0,1,1,0,1,0,1
13185,94,1,0,10,0,0,1,4,1,1,0,1,1,1
13193,165,1,0,6,3,0,3,4,1,1,0,1,1,1
13194,165,1,0,13,3,1,3,4,1,1,0,1,1,1
13195,165,1,0,2,3,1,2,4,1,1,0,1,1,1
13196,34,1,0,3,3,1,2,4,1,1,0,1,1,1
13197,165,1,0,6,3,0,3,4,1,1,0,1,1,1
13198,165,1,0,6,3,1,3,4,1,1,0,1,1,1
13200,6,1,0,2,1,0,1,4,1,0,0,1,1,1
13202,4,0,0,0,0,1,0,2,1,1,0,1,1,1
13207,9,0,0,4,0,1,1,4,1,1,0,1,1,1
13210,52,1,0,1,3,1,2,4,1,1,0,1,1,1
13213,16,1,0,5,0,1,3,4,1,0,0,0,1,1
